tank,block,trt,treatment,pred,lethality,cons,cons2,Date,Stocked,larval_period_days,total_days,Days,Photo,TailPhoto...15,mass_g,hl,svl,tl,hw,gr,phenotype,Pheno_terr,Pheno_mat,Sex,tail_length_mm,TailPhoto...27,tail_depth_mm,tail_muscle_mm,tail_area,r,g,b,rgb,rgbform,hue,saturation,brightness,Note,survivors,survival,deaths
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7690,DSC_7691,2.436,10.441,37.136,73.387,9.343,0.115329193,Larva,Aquatic,Immature,NA,36.251,DSC_7691,9.014,6.07,259.886,85.419,78.028,28.399,63.951,74.576,36.983,196.122,85.917,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7692,DSC_7693,3.134,12.691,41.036,86.585,9.852,0.127440994,Larva,Aquatic,Immature,NA,45.549,DSC_7693,10.336,6.9,338.168,91.853,78.238,22.009,64.041,75.883,33.516,206.02,91.857,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7694,DSC_7695,2.462,12.856,39.175,78.215,9.63,0.121661491,Larva,Aquatic,Immature,NA,39.04,DSC_7695,9.87,6.165,259.235,83.308,72.569,23.428,59.774,70.171,33.82,201.972,83.372,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7696,DSC_7697,2.333,11.198,37.176,77.845,9.1,0.115453416,Larva,Aquatic,Immature,NA,40.669,DSC_7697,9.013,6.167,289.42,97.95,81.477,21.884,67.104,79.612,32.588,210.256,97.956,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7698,DSC_7699,2.104,11.026,37.451,72.217,9.012,0.116307453,Paedomorph,Aquatic,Mature,Female,34.766,DSC_7699,NA,NA,181.031,82.128,69.583,23.643,58.447,68.095,32.557,197.464,82.173,"preserved; female, pending paedomorph",12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7700,DSC_7701,2.843,10.933,40.566,80.585,9.878,0.125981366,Larva,Aquatic,Immature,NA,40.019,DSC_7701,8.497,6.491,259.561,60.548,47.884,9.292,39.236,47.274,28.188,231.732,60.558,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7702,DSC_7703,2.526,11.398,36.49,74.145,9.942,0.113322981,Larva,Aquatic,Immature,NA,37.655,DSC_7703,9.798,6.467,251.577,81.26,66.632,17.162,55.015,65.365,31.751,215.179,81.269,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7704,DSC_7705,2.548,14.875,40.362,75.239,9.571,0.125347826,Larva,Aquatic,Immature,NA,34.877,DSC_7705,8.929,5.916,250.657,89.564,76.892,23.778,63.409,74.628,33.654,201.539,89.674,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7706,DSC_7707,1.919,10.725,34.864,70.737,8.988,0.108273292,Paedomorph,Aquatic,Mature,Female,35.873,DSC_7707,7.071,4.912,196.691,86.13,74.469,22.479,61.033,72.022,33.991,204.38,86.181,"preserved; female, pending paedomorph",12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7708,DSC_7709,3.338,12.558,42.629,83.039,9.24,0.132388199,Larva,Aquatic,Immature,NA,40.41,DSC_7709,10.352,6.678,302.324,75.002,63.157,19.888,52.678,61.759,32.086,211.121,75.077,NA,12,1,0
12,Block 1,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7710,DSC_7711,2.205,11.118,36.624,73.073,9.358,0.11373913,Larva,Aquatic,Immature,NA,36.449,DSC_7711,8.432,6.46,271.019,82.361,67.984,15.61,55.317,66.319,32.371,219.656,82.392,NA,12,1,0
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7712,DSC_7713,4.051,13.903,49.704,96.408,10.834,0.157291139,Larva,Aquatic,Immature,NA,46.704,DSC_7713,10.831,8.184,373.306,60.22,48.427,9.356,39.333,47.492,29.05,229.509,60.243,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7714,DSC_7715,4.744,13.228,46.548,95.703,11.154,0.147303797,Paedomorph,Aquatic,Mature,Female,49.155,DSC_7715,11.494,7.576,433.539,57.554,45.881,12.17,38.519,45.537,28.432,221.577,57.575,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7716,DSC_7717,5.25,14.839,49.874,99.742,11.841,0.157829114,Paedomorph,Aquatic,Mature,Male,49.868,DSC_7717,10.369,7.147,358.66,47.919,36.544,4.41,29.619,36.295,24.239,243.049,47.923,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7718,DSC_7719,4.892,14.634,48.314,93.66,11.075,0.152892405,Paedomorph,Aquatic,Mature,Male,45.346,DSC_7719,11.296,7.793,372.223,45.255,39.978,15.479,33.558,38.734,23.798,173.682,45.291,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7720,DSC_7721,4.486,13.266,48.225,96.635,11.116,0.152610759,Larva,Aquatic,Immature,NA,48.41,DSC_7721,11.771,7.876,422.452,48.951,38.462,9.308,32.24,38.287,26.272,227.436,48.987,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7722,DSC_7723,4.58,14.144,49.127,95.628,11.491,0.15546519,Larva,Aquatic,Immature,NA,46.501,DSC_7723,11.333,8.182,426.659,57.142,44.18,8.963,36.751,44.042,28.417,232.021,57.147,NA,10,0.833333333,2
13,Block 6,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7724,DSC_7726,4.42,13.334,45.419,89.524,11.692,0.143731013,Paedomorph,Aquatic,Mature,Female,44.105,DSC_7726,10.845,7.463,377.677,71.429,58.263,15.099,48.268,57.264,31.466,214.827,71.434,NA,10,0.833333333,2
14,Block 5,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7727,DSC_7728,2.95,11.746,42,81.902,9.733,0.132911392,Larva,Aquatic,Immature,NA,39.902,DSC_7728,9.624,6.572,312.808,61.408,50.081,15.078,42.186,49.495,29.81,213.891,61.427,NA,6,0.5,6
14,Block 5,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7729,DSC_7730,3.159,13.802,42.919,82.859,10.413,0.13581962,Larva,Aquatic,Immature,NA,39.94,DSC_7730,9.704,7.088,266.205,95.869,81.056,26.846,67.929,79.292,32.584,201.286,95.94,NA,6,0.5,6
14,Block 5,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7731,DSC_7732,3.033,12.437,42.745,84.274,10.324,0.135268987,Larva,Aquatic,Immature,NA,41.529,DSC_7732,9.084,6.088,285.045,66.556,55.836,15.122,45.861,54.389,32.55,212.989,66.579,NA,6,0.5,6
14,Block 5,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7733,DSC_7734,3.243,12.957,45.537,86.278,10.281,0.14410443,Larva,Aquatic,Immature,NA,40.741,DSC_7734,9.834,6.39,321.642,84.882,68.579,16.692,56.717,67.526,31.362,216.108,84.887,NA,6,0.5,6
14,Block 5,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7735,DSC_7736,3.45,13.949,44.811,90.191,10.832,0.141806962,Larva,Aquatic,Immature,NA,45.38,DSC_7736,9.85,8.256,328.897,75.436,55.639,12.568,47.886,56.65,27.61,224,75.436,NA,6,0.5,6
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7737,DSC_7738,3.937,14.598,47.093,90.565,11.427,0.146251553,Larva,Aquatic,Immature,NA,43.472,DSC_7738,10.335,7.282,326.528,66.55,55.905,20.968,47.814,55.092,30.761,200.239,66.6,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7739,DSC_7740,4.144,13.813,47.599,94.151,11.216,0.147822981,Larva,Aquatic,Immature,NA,46.552,DSC_7740,10.743,8.113,350.907,79.953,64.98,24.046,56.328,64.802,29.153,204.583,79.957,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7741,DSC_7742,4.306,12.448,44.535,88.041,10.952,0.138307453,Larva,Aquatic,Immature,NA,43.506,DSC_7742,11.289,7.749,380.078,81.68,64.885,15.458,54.013,64.265,31.046,217.032,81.688,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7743,DSC_7744,4.567,13.668,46.855,91.96,10.905,0.145512422,Paedomorph,Aquatic,Mature,Male,45.105,DSC_7744,10.697,7.574,365.29,63.959,52.161,13.498,43.218,51.289,30.058,224.361,63.964,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7745,DSC_7746,4.088,13.194,46.439,93.444,10.769,0.144220497,Larva,Aquatic,Immature,NA,47.005,DSC_7746,10.275,7.663,376.752,81.444,64.662,11.842,52.648,63.668,31.178,228.205,81.453,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7747,DSC_7748,5.424,13.778,46.092,93.631,11.793,0.143142857,Larva,Aquatic,Immature,Male,47.539,DSC_7748,11.033,7.211,350.238,82.353,63.909,15.331,53.866,63.893,28.428,222.16,82.353,preserved; male larva,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7749,DSC_7750,3.98,13.853,45.909,91.96,10.867,0.142574534,Larva,Aquatic,Immature,NA,46.051,DSC_7750,9.768,7.101,348.416,78.854,61.863,9.251,49.987,60.94,29.935,235.119,78.857,NA,10,0.833333333,2
15,Block 4,NCE Lepomis cyanellus,Non-consumptive Lepomis cyanellus,Lepomis cyanellus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7751,DSC_7752,4.119,13.129,44.704,87.893,10.09,0.138832298,Paedomorph,Aquatic,Mature,Female,43.189,DSC_7752,10.609,7.375,376.349,59.83,45.594,9.253,38.219,45.715,27.909,228.465,59.84,NA,10,0.833333333,2
17,Block 2,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7753,DSC_7754,4.88,15.462,50.036,98.794,12.637,0.155391304,Larva,Aquatic,Immature,Male,48.758,DSC_7754,11.654,7.795,368.82,98.084,78.007,21.213,65.772,77.544,29.82,217.397,98.086,preserved; male larva,9,0.75,3
17,Block 2,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7755,DSC_7756,4.463,13.611,45.97,93.288,11.723,0.142763975,Paedomorph,Aquatic,Mature,Female,47.318,DSC_7756,10.971,7.69,371.974,74.562,57.821,15.987,49.456,58.045,28.69,215.619,74.564,NA,9,0.75,3
17,Block 2,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7757,DSC_7758,5.062,12.724,43.43,94.036,10.864,0.134875776,Paedomorph,Aquatic,Mature,Male,50.606,DSC_7758,10.788,8.185,398.495,51.137,41.569,7.169,33.276,40.501,26.502,232.849,51.141,NA,9,0.75,3
17,Block 2,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7759,DSC_7760,4.726,13.417,47.335,90.91,10.649,0.147003106,Paedomorph,Aquatic,Mature,Female,43.575,DSC_7760,9.703,7.306,341.995,73.94,59.696,14.217,49.277,58.772,29.775,222.429,73.95,NA,9,0.75,3
17,Block 2,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7761,DSC_7762,4.546,12.373,47.288,90.48,11.193,0.146857143,Larva,Aquatic,Immature,Male,43.192,DSC_7762,9.969,7.317,334.305,63.253,43.613,5.39,37.425,45.126,22.566,242.785,63.253,preserved; male larva,9,0.75,3
19,Block 6,CE Fundulus chrysotus,Consumptive Fundulus chrysotus,Fundulus chrysotus,Lethal,Consumptive,CE,2017-12-13T00:00:00Z,2017-01-31T00:00:00Z,NA,316,316,DSC_7763,DSC_7764,5.2,14.099,48.729,94.037,11.625,0.154205696,Paedomorph,Aquatic,Mature,Male,45.308,DSC_7764,12.124,8.138,396.041,39.848,28.456,6.052,24.766,29.286,17.383,222.497,39.858,NA,2,0.166666667,10
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7765,DSC_7766,2.912,13.236,42.403,84.991,10.314,0.131686335,Larva,Aquatic,Immature,NA,42.588,DSC_7766,10.321,6.34,314.311,60.127,45.705,13.027,39.61,46.305,25.881,218.267,60.132,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7767,DSC_7768,2.489,12.165,37.855,78.238,9.757,0.117562112,Larva,Aquatic,Immature,NA,40.383,DSC_7768,9.209,6.211,246.956,82.599,68.282,17.578,56.155,66.775,31.483,214.455,82.62,First time witnessing Salamander defication,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7769,DSC_7770,2.323,11.468,35.631,73.327,9.192,0.11065528,Paedomorph,Aquatic,Mature,Female,37.696,DSC_7770,9.376,5.837,248.09,74.322,63.188,22.011,53.177,61.831,32.698,195.172,74.357,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7771,DSC_7772,2.403,10.983,38.863,81.197,9.643,0.120692547,Larva,Aquatic,Immature,NA,42.334,DSC_7772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7773,DSC_7774,1.921,11.469,34.784,70.833,9.16,0.108024845,Larva,Aquatic,Immature,NA,36.049,DSC_7774,8.748,6.3,237.851,61.831,49.255,10.771,40.624,48.641,27.588,227.696,61.838,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7775,DSC_7776,2.153,10.39,35.534,74.344,9.011,0.110354037,Paedomorph,Aquatic,Mature,Male,38.81,DSC_7776,9.002,5.188,252.665,79.666,68.85,23.649,57.393,66.934,33.134,197.552,79.706,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7777,DSC_7778,2.093,11.157,35.528,72.524,9.771,0.110335404,Larva,Aquatic,Immature,NA,36.996,DSC_7778,9.262,5.958,251.365,81.98,69.194,20.462,57.205,67.468,31.733,208.787,82.004,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7779,DSC_7780,2.956,11.729,40.288,84.817,9.671,0.125118012,Larva,Aquatic,Immature,NA,44.529,DSC_7780,9.674,6.739,300.873,71.676,60.479,17.42,49.859,58.93,32.5,211.047,71.734,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7781,DSC_7782,2.822,11.307,38.501,81.236,9.627,0.119568323,Paedomorph,Aquatic,Mature,Female,42.735,DSC_7782,8.828,5.932,238.704,72.042,59.976,17.233,49.755,58.718,31.923,209.955,72.052,NA,11,0.916666667,1
22,Block 3,NCE Control,Non-consumptive Control,Control,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7783,DSC_7784,2.614,12.356,37.786,76.868,10.178,0.117347826,Larva,Aquatic,Immature,NA,39.082,DSC_7784,9.613,6.195,314.983,76.067,61.001,18.086,51.725,60.618,29.318,212.98,76.09,NA,11,0.916666667,1
24,Block 1,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7785,DSC_7786,6.998,14.37,49.811,98.191,12.3,0.154692547,Paedomorph,Aquatic,Mature,Male,48.38,DSC_7786,11.724,8.572,432.015,43.554,34.951,10.567,29.72,34.729,24.844,223.815,43.581,NA,12,1,0
24,Block 1,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7787,DSC_7788,4.229,12.257,44.568,89.156,10.854,0.138409938,Paedomorph,Aquatic,Mature,Female,44.588,DSC_7788,10.067,7.262,319.597,50.646,40.135,11.94,34.222,40.058,26.632,219.264,50.654,NA,12,1,0
24,Block 1,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7789,DSC_7790,4.976,14.111,48.381,94.597,11.406,0.150251553,Larva,Aquatic,Immature,Male,46.216,DSC_7790,13.045,8.557,426.25,73.971,59.42,13.466,48.939,58.561,29.01,222.986,73.975,preserved; male larva,12,1,0
24,Block 1,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7791,DSC_7792,5.662,14.324,51.726,99.8,11.89,0.160639752,Paedomorph,Aquatic,Mature,Male,48.074,DSC_7792,12.098,7.949,459.471,58.988,44.992,10.289,38.093,45.252,25.389,229.075,58.991,NA,12,1,0
24,Block 1,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-13T00:00:00Z,2017-01-25T00:00:00Z,NA,322,322,DSC_7793,DSC_7794,3.867,13.14,44.549,85.847,11.162,0.138350932,Larva,Aquatic,Immature,NA,41.298,DSC_7794,11.12,8.127,359.907,58.088,41.168,3.064,34.129,41.899,25.704,247.303,58.088,NA,12,1,0
25,Block 6,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7795,DSC_7796,2.461,11.9,39.723,76.021,9.969,0.125309148,Larva,Aquatic,Immature,NA,36.298,DSC_7796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.916666667,1
30,Block 1,NCE Aphredoderus sayanus,Non-consumptive Aphredoderus sayanus,Aphredoderus sayanus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7795,DSC_7796,5.748,14.708,49.855,99.99,11.545,0.154349845,Paedomorph,Aquatic,Mature,Female,50.135,b_7796b,11.292,7.463,415.144,82.704,67.122,13.981,54.588,65.732,31.748,222.992,82.707,NA,5,0.416666667,7
25,Block 6,NCE Fundulus chrysotus,Non-consumptive Fundulus chrysotus,Fundulus chrysotus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-31T00:00:00Z,NA,317,317,DSC_7797,DSC_7798,2.618,11.207,40.244,72.477,10.527,0.126952681,Larva,Aquatic,Immature,NA,32.233,DSC_7798,9.645,6.2,256.899,72.115,57.694,13.644,47.811,57.006,30.294,220.512,72.141,NA,11,0.916666667,1
30,Block 1,NCE Aphredoderus sayanus,Non-consumptive Aphredoderus sayanus,Aphredoderus sayanus,Non-lethal,Non-consumptive,NCE,2017-12-14T00:00:00Z,2017-01-25T00:00:00Z,NA,323,323,DSC_7797,DSC_7798,3.595,12.63,45.406,95.568,10.851,0.140575851,Larva,Aquatic,Immature,NA,50.162,b_7798b,11.744,8.574,422.573,64.716,50.694,9.247,41.558,50.164,30.284,229.782,64.718,NA,5,0.416666667,7
